"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","pdays_status","pdays_clean","age_group","balance_group","cluster","gmm_cluster"
45,"housemaid","married","secondary","no",360,"no","no","cellular",4,"may",113,1,182,1,"success","no","Contacted",182,"40-50","0-1K","5","3"
46,"management","married","tertiary","no",1808,"no","no","cellular",8,"aug",172,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","2"
32,"technician","divorced","secondary","no",211,"yes","yes","unknown",29,"may",230,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
37,"technician","married","secondary","no",588,"yes","no","cellular",14,"aug",65,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
34,"admin.","married","secondary","no",75,"yes","yes","cellular",25,"may",111,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
47,"technician","married","secondary","no",335,"no","no","cellular",17,"feb",226,1,-1,0,"unknown","yes","Not Contacted",NA,"40-50","0-1K","5","2"
31,"blue-collar","married","primary","no",-199,"yes","yes","telephone",12,"may",149,5,299,10,"failure","no","Contacted",299,"30-40","Negative","3","4"
32,"services","married","secondary","no",1066,"yes","no","unknown",19,"may",180,9,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
25,"blue-collar","single","secondary","no",2354,"no","yes","unknown",27,"may",98,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","1K-5K","1","1"
43,"management","divorced","tertiary","no",350,"yes","no","unknown",4,"jun",128,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
57,"retired","married","secondary","no",2020,"no","no","unknown",19,"jun",93,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
39,"management","divorced","tertiary","no",295,"no","no","cellular",28,"aug",68,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
44,"technician","married","tertiary","no",1707,"no","no","cellular",8,"aug",406,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","2"
36,"technician","married","secondary","no",5902,"yes","no","unknown",23,"may",219,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","5K-10K","1","1"
31,"blue-collar","married","primary","no",1644,"no","no","cellular",5,"jun",247,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
31,"admin.","single","secondary","no",378,"no","no","cellular",23,"jul",421,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
33,"management","married","tertiary","no",679,"no","no","cellular",5,"aug",1109,2,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","4","3"
34,"blue-collar","single","tertiary","no",97,"no","no","cellular",14,"may",67,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
37,"blue-collar","married","unknown","no",897,"yes","no","cellular",7,"jul",339,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
47,"blue-collar","married","secondary","no",-216,"yes","no","cellular",6,"may",197,1,282,3,"failure","no","Contacted",282,"40-50","Negative","5","4"
46,"entrepreneur","married","secondary","no",4000,"no","no","cellular",30,"jul",251,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","1"
51,"admin.","married","secondary","no",37,"no","yes","unknown",20,"jun",206,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
33,"admin.","married","secondary","no",0,"yes","no","telephone",17,"jul",1448,7,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","4","3"
49,"technician","married","tertiary","no",3726,"no","no","cellular",5,"aug",875,2,-1,0,"unknown","yes","Not Contacted",NA,"40-50","1K-5K","4","3"
30,"unemployed","married","secondary","no",85,"yes","yes","cellular",7,"jul",88,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
29,"management","married","tertiary","no",198,"yes","no","cellular",4,"aug",453,1,1,1,"failure","no","Contacted",1,"Under 30","0-1K","1","3"
50,"management","divorced","tertiary","no",11998,"no","no","cellular",21,"nov",349,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","10K+","5","3"
56,"retired","married","primary","no",9367,"no","no","telephone",13,"nov",271,2,92,4,"success","yes","Contacted",92,"50-60","5K-10K","5","4"
42,"admin.","single","secondary","no",-247,"yes","yes","cellular",18,"nov",104,2,28,2,"success","no","Contacted",28,"40-50","Negative","1","3"
31,"services","single","secondary","no",0,"yes","no","cellular",20,"apr",400,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
52,"blue-collar","married","secondary","no",148,"yes","no","unknown",13,"may",83,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
33,"technician","single","secondary","no",716,"yes","no","cellular",14,"may",234,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
32,"unemployed","married","secondary","no",262,"no","no","cellular",29,"jan",203,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
58,"retired","divorced","secondary","no",-808,"yes","no","cellular",8,"may",75,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","Negative","5","2"
60,"admin.","divorced","secondary","no",0,"no","yes","telephone",16,"jul",357,7,-1,0,"unknown","no","Not Contacted",NA,"60+","0-1K","5","1"
33,"services","married","secondary","no",114,"no","yes","unknown",3,"jul",676,1,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","4","2"
33,"services","married","secondary","no",22,"yes","no","unknown",5,"may",71,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
39,"entrepreneur","married","tertiary","no",2644,"yes","no","unknown",20,"may",253,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
27,"admin.","married","secondary","no",53,"yes","no","cellular",18,"jul",362,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
35,"management","divorced","tertiary","no",434,"yes","no","cellular",13,"aug",1314,2,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","4","3"
32,"admin.","married","secondary","no",2711,"no","no","cellular",8,"aug",193,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
38,"services","married","primary","no",-93,"yes","no","unknown",3,"jun",263,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
37,"management","single","tertiary","no",240,"no","no","unknown",5,"jun",1123,1,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","4","3"
41,"technician","divorced","secondary","no",258,"no","no","cellular",13,"aug",104,6,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","1"
59,"management","married","tertiary","no",3342,"no","no","cellular",18,"mar",467,2,188,6,"other","yes","Contacted",188,"50-60","1K-5K","3","4"
24,"management","single","tertiary","no",2845,"no","no","cellular",30,"apr",779,2,-1,0,"unknown","yes","Not Contacted",NA,"Under 30","1K-5K","4","3"
60,"unknown","married","tertiary","no",2450,"no","no","unknown",9,"jul",297,5,-1,0,"unknown","no","Not Contacted",NA,"60+","1K-5K","5","1"
36,"blue-collar","married","secondary","no",63,"yes","no","unknown",16,"may",322,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
45,"services","married","secondary","no",350,"yes","yes","unknown",13,"may",146,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
36,"admin.","married","secondary","no",1295,"no","no","unknown",16,"jun",232,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
44,"unemployed","married","secondary","no",0,"yes","no","cellular",2,"feb",699,1,272,1,"failure","yes","Contacted",272,"40-50","0-1K","4","3"
49,"blue-collar","married","secondary","no",322,"no","no","cellular",14,"aug",356,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
38,"services","married","tertiary","no",563,"yes","no","cellular",7,"may",251,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
32,"management","divorced","tertiary","no",530,"yes","no","cellular",2,"jun",118,1,60,1,"failure","no","Contacted",60,"30-40","0-1K","1","3"
32,"management","single","tertiary","no",656,"yes","yes","cellular",20,"apr",148,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
53,"self-employed","married","primary","no",862,"yes","no","telephone",14,"may",267,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
35,"services","single","primary","no",167,"no","yes","cellular",11,"jul",614,2,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","4","2"
55,"technician","married","secondary","no",6958,"yes","yes","unknown",13,"may",178,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","5K-10K","5","1"
46,"technician","married","secondary","no",1590,"yes","no","cellular",15,"jul",59,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","2"
71,"housemaid","married","primary","no",227,"no","no","cellular",8,"apr",74,1,-1,0,"unknown","no","Not Contacted",NA,"60+","0-1K","5","2"
43,"admin.","married","secondary","no",257,"no","no","cellular",29,"aug",186,6,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","1"
53,"management","married","tertiary","no",115,"yes","no","unknown",6,"may",336,3,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
52,"services","married","secondary","no",2257,"yes","no","telephone",18,"nov",102,2,188,1,"failure","no","Contacted",188,"50-60","1K-5K","5","3"
34,"services","married","secondary","no",-694,"yes","no","unknown",26,"may",62,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
38,"services","married","secondary","no",208,"yes","no","unknown",7,"may",800,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","4","2"
83,"retired","single","primary","no",3349,"no","no","telephone",12,"feb",89,1,-1,0,"unknown","no","Not Contacted",NA,"60+","1K-5K","5","1"
25,"student","single","secondary","no",304,"no","no","cellular",30,"nov",152,1,188,2,"success","no","Contacted",188,"Under 30","0-1K","1","3"
55,"management","married","primary","no",199,"yes","yes","cellular",10,"jul",192,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
30,"admin.","married","secondary","no",396,"yes","no","cellular",13,"may",366,3,348,2,"failure","yes","Contacted",348,"30-40","0-1K","1","3"
51,"management","divorced","tertiary","no",0,"no","yes","cellular",22,"jul",176,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
48,"admin.","single","secondary","no",2091,"no","no","cellular",2,"feb",94,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","1"
41,"technician","single","secondary","no",0,"no","no","unknown",9,"jun",229,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
28,"blue-collar","single","secondary","no",623,"no","no","unknown",18,"jun",25,41,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","2","4"
31,"entrepreneur","single","tertiary","no",734,"yes","no","cellular",7,"may",295,1,168,4,"other","no","Contacted",168,"30-40","0-1K","1","4"
52,"blue-collar","married","primary","no",967,"no","no","cellular",29,"jan",153,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
51,"housemaid","married","primary","no",1093,"no","yes","unknown",18,"jun",18,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","2"
28,"management","single","tertiary","no",1107,"yes","no","unknown",26,"may",144,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","1K-5K","1","2"
35,"technician","married","tertiary","no",1654,"no","no","cellular",7,"aug",169,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
42,"management","married","tertiary","no",251,"no","no","cellular",20,"aug",413,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
39,"technician","divorced","secondary","no",566,"no","no","cellular",21,"nov",46,7,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
34,"management","married","tertiary","no",19391,"no","no","cellular",20,"nov",391,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","10K+","5","3"
34,"blue-collar","married","primary","no",5299,"yes","no","unknown",26,"jun",75,5,-1,0,"unknown","no","Not Contacted",NA,"30-40","5K-10K","1","1"
38,"admin.","single","secondary","no",144,"yes","no","cellular",18,"may",177,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
55,"blue-collar","married","primary","no",1512,"no","no","cellular",11,"aug",262,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
40,"management","married","primary","no",535,"yes","no","telephone",5,"may",11,6,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","1"
36,"admin.","married","secondary","no",614,"yes","no","unknown",23,"may",13,5,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
53,"management","married","tertiary","no",913,"yes","no","unknown",9,"may",244,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
56,"admin.","divorced","secondary","no",279,"yes","no","cellular",11,"may",288,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
53,"technician","divorced","secondary","no",1252,"yes","no","unknown",26,"may",149,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","2"
52,"technician","single","secondary","no",-181,"yes","no","unknown",7,"may",94,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","Negative","5","2"
34,"housemaid","married","tertiary","no",401,"no","no","cellular",14,"aug",448,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
37,"blue-collar","married","secondary","no",132,"no","no","unknown",27,"may",336,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
55,"admin.","married","secondary","no",602,"no","no","cellular",4,"feb",390,2,150,6,"success","yes","Contacted",150,"50-60","0-1K","3","4"
31,"technician","married","secondary","no",180,"no","no","cellular",17,"mar",299,2,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","1","2"
27,"entrepreneur","single","tertiary","no",81,"no","no","cellular",5,"feb",197,1,199,3,"failure","no","Contacted",199,"Under 30","0-1K","1","4"
48,"management","married","secondary","no",4415,"yes","no","cellular",8,"apr",1032,3,141,7,"failure","yes","Contacted",141,"40-50","1K-5K","3","4"
40,"management","single","tertiary","no",185,"no","no","cellular",29,"aug",173,4,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
26,"management","single","secondary","no",63,"no","no","cellular",28,"jul",76,4,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
51,"management","divorced","tertiary","no",93,"yes","yes","cellular",6,"may",221,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
48,"management","married","tertiary","no",1533,"no","no","unknown",29,"may",358,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","2"
28,"services","single","secondary","no",1347,"no","no","telephone",11,"oct",317,2,108,14,"other","no","Contacted",108,"Under 30","1K-5K","3","4"
78,"retired","divorced","primary","no",55,"no","no","telephone",5,"nov",143,3,90,1,"other","no","Contacted",90,"60+","0-1K","5","3"
58,"admin.","married","secondary","no",3635,"no","no","unknown",13,"may",273,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
54,"blue-collar","divorced","primary","no",0,"yes","no","cellular",21,"nov",219,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
33,"technician","married","tertiary","no",0,"yes","yes","cellular",28,"aug",94,6,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
40,"technician","married","secondary","no",1159,"no","no","telephone",21,"oct",19,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","1","2"
27,"blue-collar","married","secondary","no",5854,"no","no","cellular",15,"may",255,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","5K-10K","1","1"
24,"services","married","secondary","no",51,"yes","yes","unknown",15,"may",187,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
32,"services","married","secondary","no",99,"yes","no","cellular",13,"may",152,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
51,"retired","married","primary","no",2525,"no","no","unknown",11,"jun",184,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
30,"blue-collar","single","secondary","no",99,"yes","no","unknown",2,"jun",572,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
72,"retired","married","secondary","no",1533,"no","no","cellular",16,"dec",546,2,-1,0,"unknown","yes","Not Contacted",NA,"60+","1K-5K","5","2"
34,"blue-collar","single","primary","no",709,"yes","no","unknown",20,"may",106,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
53,"housemaid","married","primary","no",1903,"no","no","unknown",5,"jun",827,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","4","2"
59,"management","divorced","tertiary","no",1611,"yes","no","unknown",4,"jun",107,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","2"
46,"management","divorced","tertiary","no",10469,"yes","no","cellular",1,"apr",202,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","10K+","5","3"
38,"management","single","tertiary","no",427,"yes","no","cellular",18,"nov",253,1,182,1,"failure","no","Contacted",182,"30-40","0-1K","1","3"
36,"admin.","single","secondary","no",47,"no","yes","cellular",9,"jul",36,6,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
28,"technician","married","secondary","no",-579,"yes","yes","cellular",9,"feb",84,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","Negative","1","2"
39,"blue-collar","married","secondary","no",1382,"yes","no","cellular",11,"feb",397,2,-1,0,"unknown","yes","Not Contacted",NA,"30-40","1K-5K","1","2"
59,"blue-collar","divorced","primary","no",4399,"yes","no","telephone",31,"jul",69,8,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
36,"blue-collar","married","secondary","no",2095,"yes","no","cellular",7,"may",122,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
32,"admin.","single","secondary","no",1291,"yes","no","cellular",23,"jul",110,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
48,"blue-collar","married","secondary","no",5057,"yes","no","unknown",19,"may",21,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","5K-10K","5","1"
47,"management","married","tertiary","no",288,"no","no","cellular",31,"mar",193,1,181,1,"success","yes","Contacted",181,"40-50","0-1K","5","3"
59,"self-employed","married","secondary","no",201,"no","no","cellular",18,"nov",117,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
57,"retired","married","primary","no",2927,"no","yes","telephone",30,"jul",78,5,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
41,"admin.","single","secondary","no",1715,"yes","no","unknown",8,"may",462,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","1","2"
57,"retired","married","secondary","no",5313,"no","no","cellular",3,"jun",200,1,-1,0,"unknown","yes","Not Contacted",NA,"50-60","5K-10K","5","1"
52,"management","married","primary","no",98,"yes","no","cellular",17,"apr",402,1,345,2,"failure","no","Contacted",345,"50-60","0-1K","5","3"
34,"management","married","tertiary","no",0,"yes","no","unknown",20,"may",150,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
32,"technician","married","tertiary","no",264,"yes","no","cellular",19,"aug",103,7,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
58,"management","married","unknown","no",3658,"no","no","cellular",4,"may",55,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
46,"blue-collar","married","secondary","no",624,"yes","no","cellular",16,"apr",201,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
42,"self-employed","married","tertiary","no",5,"yes","no","unknown",13,"may",853,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","4","2"
54,"technician","married","tertiary","no",-800,"yes","no","unknown",26,"may",445,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","Negative","5","2"
38,"management","married","tertiary","no",3724,"yes","no","cellular",27,"aug",23,10,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","2","1"
26,"admin.","single","secondary","no",0,"yes","no","cellular",18,"jul",142,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
55,"management","single","tertiary","no",1092,"yes","yes","unknown",15,"may",202,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","2"
32,"admin.","divorced","secondary","no",2017,"no","yes","cellular",17,"jul",686,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","4","2"
38,"blue-collar","single","secondary","no",0,"no","no","unknown",12,"oct",8,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
46,"services","married","primary","no",437,"yes","no","cellular",13,"may",546,3,-1,0,"unknown","yes","Not Contacted",NA,"40-50","0-1K","4","2"
51,"management","married","tertiary","no",5343,"no","no","cellular",18,"nov",54,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","5K-10K","5","1"
55,"technician","married","unknown","no",1393,"yes","yes","telephone",21,"nov",55,5,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
50,"unemployed","married","secondary","no",3357,"no","no","cellular",9,"jun",239,4,-1,0,"unknown","yes","Not Contacted",NA,"50-60","1K-5K","5","1"
54,"management","married","tertiary","no",1258,"no","no","cellular",28,"aug",153,14,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","2","1"
45,"entrepreneur","single","tertiary","no",1410,"yes","no","unknown",14,"may",44,8,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","1"
26,"technician","single","tertiary","no",170,"yes","no","cellular",10,"jul",486,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
25,"housemaid","married","primary","no",669,"yes","no","cellular",24,"jul",367,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
34,"management","married","secondary","no",15,"no","no","cellular",25,"aug",184,7,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
47,"housemaid","single","tertiary","no",3232,"no","no","telephone",6,"oct",541,1,204,3,"failure","no","Contacted",204,"40-50","1K-5K","5","4"
45,"services","married","secondary","no",925,"yes","no","cellular",5,"feb",118,2,232,4,"other","no","Contacted",232,"40-50","0-1K","5","4"
58,"technician","married","secondary","no",201,"no","no","cellular",10,"jul",82,5,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","1"
44,"services","single","secondary","no",0,"yes","no","unknown",14,"may",198,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
33,"admin.","married","secondary","no",0,"no","no","unknown",19,"may",326,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
26,"technician","single","secondary","no",544,"yes","yes","unknown",3,"jun",56,5,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","1"
41,"blue-collar","married","secondary","no",121,"yes","no","cellular",13,"may",16,6,176,5,"other","no","Contacted",176,"40-50","0-1K","3","4"
55,"self-employed","married","tertiary","no",0,"no","no","cellular",17,"nov",252,3,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
48,"blue-collar","married","unknown","no",459,"no","no","cellular",5,"feb",134,1,8,1,"other","no","Contacted",8,"40-50","0-1K","5","3"
52,"entrepreneur","married","unknown","no",0,"yes","no","unknown",13,"may",165,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
37,"blue-collar","married","secondary","no",103,"yes","no","cellular",12,"may",153,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
54,"technician","single","secondary","no",99,"yes","no","unknown",7,"may",283,3,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
52,"management","married","tertiary","no",3163,"no","no","cellular",25,"aug",56,6,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
37,"admin.","divorced","secondary","no",3834,"yes","no","unknown",21,"may",72,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
55,"technician","married","tertiary","no",1320,"no","no","cellular",28,"jul",340,1,91,2,"success","yes","Contacted",91,"50-60","1K-5K","5","3"
44,"blue-collar","married","primary","no",0,"no","no","unknown",11,"jun",112,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
51,"blue-collar","married","secondary","no",51,"no","yes","cellular",20,"aug",214,8,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","1"
31,"technician","married","secondary","no",585,"yes","no","telephone",11,"nov",133,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
53,"blue-collar","married","unknown","no",5624,"no","no","cellular",29,"jul",153,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","5K-10K","5","1"
31,"blue-collar","divorced","secondary","no",1125,"no","yes","unknown",15,"may",548,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
32,"management","married","tertiary","no",1041,"yes","no","cellular",18,"may",577,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","4","2"
33,"services","married","secondary","no",360,"yes","no","cellular",29,"jan",103,1,185,13,"other","no","Contacted",185,"30-40","0-1K","3","4"
39,"blue-collar","married","secondary","no",5222,"yes","no","cellular",21,"nov",239,2,177,1,"failure","no","Contacted",177,"30-40","5K-10K","1","3"
51,"management","married","secondary","no",614,"yes","yes","unknown",30,"may",91,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
53,"technician","divorced","secondary","no",305,"no","yes","unknown",17,"jun",192,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
41,"technician","divorced","secondary","no",106,"yes","yes","cellular",8,"may",197,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
42,"blue-collar","married","unknown","no",1260,"yes","no","unknown",14,"may",79,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","1","2"
35,"blue-collar","married","secondary","no",577,"no","no","cellular",13,"may",55,1,364,1,"failure","no","Contacted",364,"30-40","0-1K","1","3"
48,"admin.","divorced","secondary","no",1033,"no","yes","unknown",22,"aug",11,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","2"
38,"services","married","secondary","no",434,"yes","no","unknown",20,"may",411,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
48,"services","married","secondary","no",1355,"no","no","cellular",12,"aug",409,7,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","1"
32,"entrepreneur","married","secondary","no",0,"yes","no","cellular",11,"jul",223,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
32,"technician","married","secondary","no",1119,"no","no","cellular",19,"nov",371,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
41,"blue-collar","married","secondary","no",475,"yes","no","unknown",17,"jun",139,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
31,"services","married","secondary","no",3181,"yes","no","unknown",29,"may",128,7,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
33,"technician","married","tertiary","no",8408,"no","no","cellular",11,"aug",121,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","5K-10K","1","1"
56,"unemployed","divorced","primary","no",438,"no","no","unknown",20,"jun",139,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
57,"services","married","secondary","no",68,"yes","no","cellular",8,"may",65,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
59,"technician","divorced","secondary","no",0,"no","no","cellular",5,"aug",54,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
